00|01|001|000010|0000000403|03|          |  |04857|03012022|072013|00|00|
00|01|001|000015|0000104135|02|          |  |01644|03012022|072049|00|00|
00|01|001|000020|0000581533|01|          |  |00402|03012022|072223|00|00|
00|01|001|000030|0000581534|01|          |  |00808|03012022|072228|00|00|
00|01|001|000040|0000581535|01|          |  |00334|03012022|072252|00|00|
00|01|001|000050|0000581536|01|          |  |00676|03012022|072310|00|00|
00|01|001|000060|0000581500|01|          |  |00802|03012022|072323|00|00|
00|01|001|000070|0000715588|01|          |  |10855|03012022|072335|00|00|
00|01|001|000080|0000580835|01|          |  |01562|03012022|072425|00|00|
00|01|001|000090|0000153606|01|          |  |01587|03012022|072444|00|00|
00|01|001|000100|0000715603|01|          |  |08215|03012022|072510|00|00|
00|01|001|000110|0000715600|01|          |  |11275|03012022|072539|00|00|
00|01|001|000120|0000581545|01|          |  |00700|03012022|072557|00|00|
00|01|001|000122|0000052852|02|          |  |00299|03012022|072604|00|00|
00|01|001|000130|0000733021|03|          |  |00708|03012022|072750|00|00|
00|01|001|000131|0000052847|02|          |  |00118|03012022|072758|00|00|
00|01|001|000140|0000579411|01|          |  |02948|03012022|072842|00|00|
00|01|001|000150|0000579408|01|          |  |01210|03012022|072951|00|00|
00|01|001|000160|0000579410|01|          |  |04452|03012022|073025|00|00|
00|01|001|000170|0000579409|01|          |  |02638|03012022|073046|00|00|
00|01|001|000190|0000500379|01|          |  |02845|03012022|073121|00|00|
00|01|001|000200|0000153285|01|          |  |02471|03012022|073139|00|00|
00|01|001|000210|0000579412|01|          |  |02171|03012022|073152|00|00|
00|01|001|000220|0000579301|02|          |  |15534|03012022|073239|00|00|
00|01|001|000230|0000579303|02|          |  |12319|03012022|073316|00|00|
00|01|001|000240|0000581913|01|          |  |00334|03012022|073359|00|00|
00|01|001|000250|0000002979|01|          |  |06085|03012022|073423|00|00|
00|01|001|000260|0000581402|01|          |  |01025|03012022|073432|00|00|
00|01|001|000270|0000581577|01|          |  |01070|03012022|073450|00|00|
00|01|001|000280|0000101108|01|          |  |19126|03012022|073509|00|00|
00|01|001|000290|0000811977|02|          |  |00009|03012022|073515|00|00|
00|01|001|000300|0000625523|02|          |  |06082|03012022|073732|00|00|
00|01|001|000301|0000030674|02|          |  |07161|03012022|073835|00|00|
00|01|001|000310|0000036847|01|          |  |07746|03012022|074044|00|00|
00|01|001|000320|0000580055|01|          |  |05192|03012022|074103|00|00|
00|01|001|000330|0000971890|01|          |  |02120|03012022|074132|00|00|
00|01|001|000340|0000303347|01|          |  |08791|03012022|074155|00|00|
00|01|001|000350|0000080243|01|          |  |27069|03012022|074218|00|00|
00|01|001|000360|0000579300|01|          |  |09054|03012022|074449|00|00|
00|01|001|000362|0000338224|01|          |  |00181|03012022|074459|00|00|
